Ship Date,Ship Mode,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Sales,Year,Month,Day,Sales_log
04/06/2017,Same Day,Consumer,United States,New York City,New York,East,FUR-BO-10000362,Furniture,Bookcases,136.784,2017,6,4,4.925687241533446
04/06/2017,Same Day,Consumer,United States,New York City,New York,East,FUR-FU-10003878,Furniture,Furnishings,61.12,2017,6,4,4.129067998280486
21/12/2015,Standard Class,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10000591,Office Supplies,Binders,1.167,2015,12,16,0.773343722554222
10/03/2017,Standard Class,Home Office,United States,San Diego,California,West,OFF-AR-10003727,Office Supplies,Art,16.99,2017,3,4,2.8898160479624417
30/11/2015,Standard Class,Corporate,United States,Arlington,Texas,Central,TEC-AC-10001635,Technology,Accessories,24.672,2015,11,25,3.245400903807556
30/11/2015,Standard Class,Corporate,United States,Arlington,Texas,Central,OFF-LA-10001317,Office Supplies,Labels,2.52,2015,11,25,1.2584609896100059
30/11/2015,Standard Class,Corporate,United States,Arlington,Texas,Central,FUR-TA-10000577,Furniture,Tables,500.6405000000001,2015,11,25,6.2178837276860754
30/11/2015,Standard Class,Corporate,United States,Arlington,Texas,Central,OFF-LA-10000248,Office Supplies,Labels,5.904,2015,11,25,1.932100953781127
30/11/2015,Standard Class,Corporate,United States,Arlington,Texas,Central,OFF-PA-10000955,Office Supplies,Paper,15.696,2015,11,25,2.8151691697748995
30/11/2015,Standard Class,Corporate,United States,Arlington,Texas,Central,FUR-FU-10000221,Furniture,Furnishings,6.096,2015,11,25,1.9595312450072784
05/05/2017,Standard Class,Corporate,United States,Los Angeles,California,West,FUR-CH-10002304,Furniture,Chairs,41.568,2017,4,28,3.751102797294068
03/05/2015,Standard Class,Corporate,United States,Los Angeles,California,West,FUR-CH-10004886,Furniture,Chairs,230.28,2015,4,26,5.443629097708091
03/05/2015,Standard Class,Corporate,United States,Los Angeles,California,West,OFF-BI-10001525,Office Supplies,Binders,18.288,2015,4,26,2.95948314087887
05/04/2018,Standard Class,Consumer,United States,San Francisco,California,West,OFF-LA-10003663,Office Supplies,Labels,5.78,2018,4,1,1.9139771019523042
05/04/2018,Standard Class,Consumer,United States,San Francisco,California,West,OFF-BI-10001294,Office Supplies,Binders,121.68,2018,4,1,4.809579339246051
26/12/2018,Standard Class,Corporate,United States,Carlsbad,New Mexico,West,OFF-AR-10000369,Office Supplies,Art,4.17,2018,12,22,1.6428726885203377
26/12/2018,Standard Class,Corporate,United States,Carlsbad,New Mexico,West,TEC-PH-10001300,Technology,Phones,67.04,2018,12,22,4.220095767527661
26/12/2018,Standard Class,Corporate,United States,Carlsbad,New Mexico,West,OFF-ST-10000876,Office Supplies,Storage,37.32,2018,12,22,3.6459719531026598
26/12/2018,Standard Class,Corporate,United States,Carlsbad,New Mexico,West,OFF-LA-10001404,Office Supplies,Labels,18.45,2018,12,22,2.9678470700644555
06/12/2015,Second Class,Corporate,United States,Saint Louis,Missouri,Central,OFF-PA-10001972,Office Supplies,Paper,25.92,2015,12,3,3.2928695047765273
24/10/2018,First Class,Home Office,United States,New York City,New York,East,TEC-CO-10004722,Technology,Copiers,500.6405000000001,2018,10,22,6.2178837276860754
24/10/2018,First Class,Home Office,United States,New York City,New York,East,TEC-PH-10001494,Technology,Phones,500.6405000000001,2018,10,22,6.2178837276860754
24/10/2018,First Class,Home Office,United States,New York City,New York,East,OFF-EN-10002500,Office Supplies,Envelopes,63.9,2018,10,22,4.1728476237100445
24/10/2018,First Class,Home Office,United States,New York City,New York,East,TEC-PH-10003800,Technology,Phones,52.99,2018,10,22,3.9887988442301956
15/11/2018,First Class,Corporate,United States,Springfield,Ohio,East,TEC-AC-10002399,Technology,Accessories,60.864,2018,11,13,4.124938427306734
15/11/2018,First Class,Corporate,United States,Springfield,Ohio,East,TEC-MA-10002210,Technology,Machines,500.6405000000001,2018,11,13,6.2178837276860754
15/11/2018,First Class,Corporate,United States,Springfield,Ohio,East,OFF-BI-10003196,Office Supplies,Binders,11.22,2018,11,13,2.503073953743449
15/09/2016,Standard Class,Consumer,United States,Tulsa,Oklahoma,Central,OFF-PA-10000477,Office Supplies,Paper,14.94,2016,9,10,2.768831673362069
20/05/2018,Standard Class,Consumer,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,39.96,2018,5,15,3.7125959807312525
20/05/2018,Standard Class,Consumer,United States,Seattle,Washington,West,FUR-CH-10002017,Furniture,Chairs,42.624,2018,5,15,3.7756074576237606
20/05/2018,Standard Class,Consumer,United States,Seattle,Washington,West,FUR-CH-10004287,Furniture,Chairs,220.96,2018,5,15,5.4024971854577
10/07/2016,Second Class,Corporate,United States,Fayetteville,North Carolina,South,FUR-FU-10003829,Furniture,Furnishings,4.928,2016,7,5,1.7796868879937857
10/07/2016,Second Class,Corporate,United States,Fayetteville,North Carolina,South,OFF-BI-10004728,Office Supplies,Binders,7.23,2016,7,5,2.1077860146889784
19/08/2016,Standard Class,Corporate,United States,Los Angeles,California,West,OFF-ST-10000046,Office Supplies,Storage,323.1,2016,8,15,5.781052110147502
18/06/2018,Standard Class,Consumer,United States,New York City,New York,East,OFF-PA-10000697,Office Supplies,Paper,19.04,2018,6,12,2.997730276216664
18/06/2018,Standard Class,Consumer,United States,New York City,New York,East,OFF-BI-10000848,Office Supplies,Binders,13.128,2018,6,12,2.648158643861604
18/06/2018,Standard Class,Consumer,United States,New York City,New York,East,OFF-AR-10004691,Office Supplies,Art,64.14,2018,6,12,4.176538799848087
18/06/2018,Standard Class,Consumer,United States,New York City,New York,East,FUR-CH-10000595,Furniture,Chairs,500.6405000000001,2018,6,12,6.2178837276860754
25/02/2016,Standard Class,Consumer,United States,Hot Springs,Arkansas,South,TEC-AC-10000927,Technology,Accessories,29.99,2016,2,20,3.433664571799657
30/12/2017,First Class,Consumer,United States,Aurora,Illinois,Central,OFF-PA-10001289,Office Supplies,Paper,186.048,2017,12,29,5.231365268408737
21/04/2017,Second Class,Home Office,United States,Raleigh,North Carolina,South,TEC-PH-10003092,Technology,Phones,36.792,2017,4,17,3.632097440014952
21/04/2017,Second Class,Home Office,United States,Raleigh,North Carolina,South,FUR-FU-10000206,Furniture,Furnishings,18.624,2017,4,17,2.976753306956188
12/09/2015,Second Class,Consumer,United States,Tulsa,Oklahoma,Central,FUR-FU-10004270,Furniture,Furnishings,57.69,2015,9,7,4.072269354570243
12/09/2015,Second Class,Consumer,United States,Tulsa,Oklahoma,Central,OFF-BI-10000948,Office Supplies,Binders,42.81,2015,9,7,3.779862101825807
12/09/2015,Second Class,Consumer,United States,Tulsa,Oklahoma,Central,OFF-PA-10000223,Office Supplies,Paper,12.96,2015,9,7,2.6361960973342264
12/09/2015,Second Class,Consumer,United States,Tulsa,Oklahoma,Central,FUR-FU-10004665,Furniture,Furnishings,500.6405000000001,2015,9,7,6.2178837276860754
12/09/2015,Second Class,Consumer,United States,Tulsa,Oklahoma,Central,TEC-PH-10000215,Technology,Phones,104.85,2015,9,7,4.662022997580874
01/10/2017,Standard Class,Corporate,United States,Hesperia,California,West,FUR-BO-10004467,Furniture,Bookcases,424.9575,2017,9,26,6.05433957603427
21/09/2018,Second Class,Corporate,United States,Provo,Utah,West,OFF-BI-10000829,Office Supplies,Binders,10.776,2018,9,17,2.4660635619865205
21/09/2018,Second Class,Corporate,United States,Provo,Utah,West,OFF-BI-10003712,Office Supplies,Binders,11.784,2018,9,17,2.548194389023919
21/09/2018,Second Class,Corporate,United States,Provo,Utah,West,OFF-PA-10000062,Office Supplies,Paper,164.88,2018,9,17,5.1112646353781805
21/09/2018,Second Class,Corporate,United States,Provo,Utah,West,FUR-BO-10003404,Furniture,Bookcases,500.6405000000001,2018,9,17,6.2178837276860754
21/09/2018,Second Class,Corporate,United States,Provo,Utah,West,OFF-BI-10004233,Office Supplies,Binders,25.584,2018,9,17,3.280309531052293
21/09/2018,Second Class,Corporate,United States,Provo,Utah,West,OFF-ST-10001272,Office Supplies,Storage,261.74,2018,9,17,5.571164950041362
21/09/2018,Second Class,Corporate,United States,Provo,Utah,West,OFF-LA-10001175,Office Supplies,Labels,14.4,2018,9,17,2.7343675094195836
20/08/2017,Standard Class,Consumer,United States,San Francisco,California,West,OFF-EN-10004030,Office Supplies,Envelopes,10.86,2017,8,16,2.4731713935695794
28/12/2016,Standard Class,Corporate,United States,Gilbert,Arizona,West,FUR-CH-10004287,Furniture,Chairs,500.6405000000001,2016,12,24,6.2178837276860754
02/12/2018,Standard Class,Corporate,United States,New York City,New York,East,TEC-PH-10002834,Technology,Phones,500.6405000000001,2018,11,28,6.2178837276860754
02/12/2018,Standard Class,Corporate,United States,New York City,New York,East,OFF-EN-10003055,Office Supplies,Envelopes,79.96,2018,11,28,4.3939552055391555
15/04/2018,First Class,Home Office,United States,Springfield,Missouri,Central,OFF-BI-10003460,Office Supplies,Binders,8.76,2018,4,14,2.278292400425001
04/05/2017,First Class,Consumer,United States,Memphis,Tennessee,South,OFF-LA-10001569,Office Supplies,Labels,3.984,2017,5,1,1.606232781485152
04/05/2017,First Class,Consumer,United States,Memphis,Tennessee,South,FUR-TA-10004534,Furniture,Tables,370.62,2017,5,1,5.917871826804609
04/05/2017,First Class,Consumer,United States,Memphis,Tennessee,South,OFF-BI-10002954,Office Supplies,Binders,2.742,2017,5,1,1.3196202278518978
01/10/2017,Same Day,Consumer,United States,Amarillo,Texas,Central,TEC-AC-10003832,Technology,Accessories,79.512,2017,10,1,4.388406241637921
01/10/2017,Same Day,Consumer,United States,Amarillo,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,28.352,2017,10,1,3.379360687052981
30/08/2016,Standard Class,Home Office,United States,Los Angeles,California,West,FUR-CH-10002774,Furniture,Chairs,40.784,2016,8,25,3.7325134911339974
30/08/2016,Standard Class,Home Office,United States,Los Angeles,California,West,OFF-AP-10002765,Office Supplies,Appliances,105.96,2016,8,25,4.672454932793688
12/09/2015,Second Class,Corporate,United States,Lowell,Massachusetts,East,OFF-PA-10001144,Office Supplies,Paper,166.44,2015,9,9,5.120625078137744
12/09/2015,Second Class,Corporate,United States,Lowell,Massachusetts,East,FUR-CH-10003761,Furniture,Chairs,500.6405000000001,2015,9,9,6.2178837276860754
12/09/2015,Second Class,Corporate,United States,Lowell,Massachusetts,East,OFF-PA-10004665,Office Supplies,Paper,26.2,2015,9,9,3.3032169733019514
12/09/2015,Second Class,Corporate,United States,Lowell,Massachusetts,East,OFF-ST-10000078,Office Supplies,Storage,500.6405000000001,2015,9,9,6.2178837276860754
03/12/2018,Same Day,Consumer,United States,San Diego,California,West,OFF-PA-10000357,Office Supplies,Paper,166.44,2018,12,3,5.120625078137744
02/12/2018,Standard Class,Consumer,United States,Asheville,North Carolina,South,OFF-AR-10000422,Office Supplies,Art,8.76,2018,11,27,2.278292400425001
02/12/2018,Standard Class,Consumer,United States,Asheville,North Carolina,South,OFF-AP-10001205,Office Supplies,Appliances,43.584,2018,11,27,3.7973750502672354
21/06/2015,Same Day,Consumer,United States,Pueblo,Colorado,West,OFF-BI-10001116,Office Supplies,Binders,11.088,2015,6,21,2.4922132249704383
21/06/2015,Same Day,Consumer,United States,Pueblo,Colorado,West,OFF-BI-10002931,Office Supplies,Binders,25.164,2015,6,21,3.2643844200989665
27/01/2018,Standard Class,Home Office,United States,Jackson,Michigan,Central,OFF-BI-10000546,Office Supplies,Binders,14.4,2018,1,21,2.7343675094195836
27/01/2018,Standard Class,Home Office,United States,Jackson,Michigan,Central,TEC-AC-10002049,Technology,Accessories,500.6405000000001,2018,1,21,6.2178837276860754
27/01/2018,Standard Class,Home Office,United States,Jackson,Michigan,Central,OFF-BI-10001196,Office Supplies,Binders,89.52,2018,1,21,4.505570820765336
27/01/2018,Standard Class,Home Office,United States,Jackson,Michigan,Central,TEC-MA-10002981,Technology,Machines,350.973,2018,1,21,5.863554468110698
27/01/2018,Standard Class,Home Office,United States,Jackson,Michigan,Central,TEC-PH-10003601,Technology,Phones,164.99,2018,1,21,5.111927545578128
06/07/2018,Standard Class,Consumer,United States,Los Angeles,California,West,OFF-BI-10000632,Office Supplies,Binders,312.552,2018,6,29,5.7479652155366985
11/09/2017,Standard Class,Consumer,United States,Thomasville,North Carolina,South,OFF-EN-10003055,Office Supplies,Envelopes,95.952,2017,9,6,4.574216010666186
11/09/2017,Standard Class,Consumer,United States,Thomasville,North Carolina,South,OFF-BI-10001031,Office Supplies,Binders,3.204,2017,9,6,1.4360364530147047
05/08/2017,First Class,Consumer,United States,Peoria,Illinois,Central,OFF-BI-10002003,Office Supplies,Binders,3.98,2017,8,4,1.6054298910365616
14/11/2016,First Class,Corporate,United States,Los Angeles,California,West,OFF-PA-10003016,Office Supplies,Paper,15.7,2016,11,12,2.8154087194227095
02/07/2015,First Class,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10004582,Office Supplies,Art,5.248,2015,6,30,1.8322614125373848
08/12/2018,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004364,Office Supplies,Binders,5.346,2018,12,4,1.8478246931610038
02/09/2017,Standard Class,Consumer,United States,Englewood,Colorado,West,OFF-PA-10002246,Office Supplies,Paper,15.48,2017,8,28,2.8021475244813256
02/09/2017,Standard Class,Consumer,United States,Englewood,Colorado,West,TEC-PH-10002890,Technology,Phones,108.576,2017,8,28,4.69661837243252
28/01/2017,Standard Class,Corporate,United States,Seattle,Washington,West,FUR-FU-10001475,Furniture,Furnishings,109.9,2017,1,22,4.7086288943563215
20/10/2015,Standard Class,Consumer,United States,Hialeah,Florida,South,FUR-FU-10004270,Furniture,Furnishings,15.384,2015,10,15,2.7963052488570974
09/02/2017,First Class,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10003465,Office Supplies,Paper,30.352,2017,2,7,3.4452780608973304
23/03/2015,Standard Class,Home Office,United States,Jacksonville,Florida,South,TEC-MA-10003626,Technology,Machines,500.6405000000001,2015,3,18,6.2178837276860754
23/03/2015,Standard Class,Home Office,United States,Jacksonville,Florida,South,TEC-MA-10002412,Technology,Machines,500.6405000000001,2015,3,18,6.2178837276860754
23/03/2015,Standard Class,Home Office,United States,Jacksonville,Florida,South,OFF-PA-10001804,Office Supplies,Paper,21.376,2015,3,18,3.1079889558996587
23/03/2015,Standard Class,Home Office,United States,Jacksonville,Florida,South,OFF-AR-10003183,Office Supplies,Art,8.016,2015,3,18,2.199000776737475
23/03/2015,Standard Class,Home Office,United States,Jacksonville,Florida,South,FUR-FU-10004270,Furniture,Furnishings,30.768,2015,3,18,3.4584594938289506
23/03/2015,Standard Class,Home Office,United States,Jacksonville,Florida,South,OFF-FA-10003112,Office Supplies,Fasteners,18.936,2015,3,18,2.992527142605043
23/03/2015,Standard Class,Home Office,United States,Jacksonville,Florida,South,FUR-FU-10001986,Furniture,Furnishings,122.352,2015,3,18,4.815042056869052
30/05/2015,Standard Class,Consumer,United States,Baltimore,Maryland,East,OFF-PA-10002319,Office Supplies,Paper,116.28,2015,5,24,4.764564238138341
13/07/2018,Second Class,Consumer,United States,New York City,New York,East,TEC-AC-10002323,Technology,Accessories,132.6,2018,7,11,4.894850261102546
21/06/2018,Standard Class,Home Office,United States,Carlsbad,New Mexico,West,OFF-SU-10001165,Office Supplies,Supplies,16.68,2018,6,16,2.8724340572094973
21/06/2018,Standard Class,Home Office,United States,Carlsbad,New Mexico,West,OFF-PA-10001246,Office Supplies,Paper,19.44,2018,6,16,3.017493765335504
21/06/2018,Standard Class,Home Office,United States,Carlsbad,New Mexico,West,OFF-PA-10001815,Office Supplies,Paper,192.16,2018,6,16,5.263518861005341
06/02/2016,Standard Class,Consumer,United States,Los Angeles,California,West,FUR-FU-10001876,Furniture,Furnishings,227.36,2016,1,30,5.430923331096058
06/02/2016,Standard Class,Consumer,United States,Los Angeles,California,West,TEC-MA-10000488,Technology,Machines,500.6405000000001,2016,1,30,6.2178837276860754
15/12/2016,Standard Class,Consumer,United States,Jacksonville,Florida,South,OFF-BI-10001098,Office Supplies,Binders,12.828,2016,12,11,2.626695522059378
11/10/2018,First Class,Corporate,United States,Lakewood,Ohio,East,FUR-FU-10003577,Furniture,Furnishings,45.888,2018,10,9,3.847761779174128
01/08/2018,Second Class,Consumer,United States,Troy,New York,East,OFF-AR-10002656,Office Supplies,Art,60.12,2018,7,29,4.112839144858265
29/04/2015,Standard Class,Consumer,United States,Wilmington,North Carolina,South,TEC-PH-10004531,Technology,Phones,302.376,2015,4,25,5.714972960291848
06/12/2016,Standard Class,Home Office,United States,Seattle,Washington,West,OFF-AR-10003251,Office Supplies,Art,13.9,2016,12,1,2.7013612129514133
08/12/2015,Standard Class,Corporate,United States,New York City,New York,East,TEC-PH-10000673,Technology,Phones,129.98,2015,12,4,4.875044639789907
01/09/2018,Standard Class,Home Office,United States,Columbus,Georgia,South,TEC-AC-10000158,Technology,Accessories,71.98,2018,8,26,4.290185431008302
13/09/2015,Standard Class,Consumer,United States,New York City,New York,East,TEC-PH-10002075,Technology,Phones,377.97,2015,9,7,5.937457046276627
27/12/2018,Standard Class,Consumer,United States,Costa Mesa,California,West,OFF-ST-10004340,Office Supplies,Storage,124.36,2018,12,21,4.831189598047765
08/12/2015,Second Class,Consumer,United States,Houston,Texas,Central,FUR-FU-10002759,Furniture,Furnishings,23.976,2015,12,6,3.217915363773076
08/11/2015,Second Class,Corporate,United States,Cary,North Carolina,South,OFF-FA-10000585,Office Supplies,Fasteners,8.376,2015,11,4,2.238153232834657
08/11/2015,Second Class,Corporate,United States,Cary,North Carolina,South,OFF-AP-10004859,Office Supplies,Appliances,58.24,2015,11,4,4.081596989399598
19/04/2017,Second Class,Consumer,United States,Alexandria,Virginia,South,OFF-ST-10001558,Office Supplies,Storage,81.2,2017,4,14,4.409155302062135
08/10/2015,Standard Class,Consumer,United States,Vallejo,California,West,OFF-LA-10004689,Office Supplies,Labels,14.45,2015,10,4,2.7376090033437546
08/10/2015,Standard Class,Consumer,United States,Vallejo,California,West,OFF-BI-10002867,Office Supplies,Binders,95.648,2015,10,4,4.571075512217263
13/11/2018,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003811,Technology,Phones,359.97,2018,11,7,5.888794852386603
13/11/2018,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-TA-10000849,Furniture,Tables,350.352,2018,11,7,5.8617885699515915
24/12/2018,First Class,Consumer,United States,Toledo,Ohio,East,OFF-BI-10000848,Office Supplies,Binders,1.641,2018,12,22,0.9711576333149952
24/12/2018,First Class,Consumer,United States,Toledo,Ohio,East,TEC-PH-10003072,Technology,Phones,500.6405000000001,2018,12,22,6.2178837276860754
19/02/2018,Standard Class,Consumer,United States,Seattle,Washington,West,OFF-AR-10001547,Office Supplies,Art,6.63,2018,2,13,2.0320878452963655
19/02/2018,Standard Class,Consumer,United States,Seattle,Washington,West,TEC-AC-10001838,Technology,Accessories,500.6405000000001,2018,2,13,6.2178837276860754
19/02/2018,Standard Class,Consumer,United States,Seattle,Washington,West,FUR-FU-10004017,Furniture,Furnishings,107.53,2018,2,13,4.687026632457924
06/07/2015,Standard Class,Consumer,United States,Plainfield,New Jersey,East,TEC-PH-10002923,Technology,Phones,73.98,2015,7,2,4.317221411307766
06/07/2015,Standard Class,Consumer,United States,Plainfield,New Jersey,East,OFF-AR-10000716,Office Supplies,Art,5.58,2015,7,2,1.884034745337226
23/02/2016,Second Class,Consumer,United States,Las Cruces,New Mexico,West,OFF-PA-10000249,Office Supplies,Paper,49.12,2016,2,21,3.9144201300278674
19/11/2016,Standard Class,Consumer,United States,Newark,Delaware,East,TEC-PH-10003691,Technology,Phones,377.97,2016,11,13,5.937457046276627
19/11/2016,Standard Class,Consumer,United States,Newark,Delaware,East,OFF-PA-10001560,Office Supplies,Paper,42.28,2016,11,13,3.767690634538226
19/11/2016,Standard Class,Consumer,United States,Newark,Delaware,East,FUR-BO-10004467,Furniture,Bookcases,299.97,2016,11,13,5.707010592007626
19/11/2016,Standard Class,Consumer,United States,Newark,Delaware,East,TEC-PH-10001819,Technology,Phones,89.98,2016,11,13,4.510639702141858
18/04/2018,First Class,Corporate,United States,Hoover,Alabama,South,OFF-SU-10000157,Office Supplies,Supplies,477.24,2018,4,16,6.170112698535628
18/04/2018,First Class,Corporate,United States,Hoover,Alabama,South,TEC-AC-10004227,Technology,Accessories,25.98,2018,4,16,3.2950958507796098
27/02/2017,Second Class,Consumer,United States,Newark,Ohio,East,OFF-EN-10003134,Office Supplies,Envelopes,46.72,2017,2,25,3.8653505972297153
08/11/2015,Standard Class,Consumer,United States,San Diego,California,West,FUR-FU-10004671,Furniture,Furnishings,35.34,2015,11,4,3.592919062968025
25/06/2016,Second Class,Corporate,United States,San Francisco,California,West,FUR-FU-10002253,Furniture,Furnishings,257.64,2016,6,20,5.555437133417177
25/06/2016,Second Class,Corporate,United States,San Francisco,California,West,TEC-PH-10002726,Technology,Phones,125.976,2016,6,20,4.843998092222353
11/08/2018,Second Class,Consumer,United States,Jacksonville,North Carolina,South,TEC-AC-10004571,Technology,Accessories,79.992,2018,8,7,4.394350384362713
17/05/2015,Standard Class,Consumer,United States,Franklin,Massachusetts,East,FUR-TA-10002228,Furniture,Tables,500.6405000000001,2015,5,12,6.2178837276860754
26/11/2016,Standard Class,Home Office,United States,Frisco,Texas,Central,TEC-AC-10004127,Technology,Accessories,27.168,2016,11,22,3.338186581852751
08/12/2016,Standard Class,Consumer,United States,Tallahassee,Florida,South,OFF-BI-10001553,Office Supplies,Binders,8.226,2016,12,4,2.2220255851356288
14/06/2015,Standard Class,Consumer,United States,Seattle,Washington,West,FUR-CH-10002758,Furniture,Chairs,500.6405000000001,2015,6,8,6.2178837276860754
11/08/2015,Second Class,Consumer,United States,Vacaville,California,West,OFF-ST-10000532,Office Supplies,Storage,423.28,2015,8,8,6.05039361463727
30/05/2015,Standard Class,Consumer,United States,Los Angeles,California,West,FUR-CH-10000988,Furniture,Chairs,225.296,2015,5,26,5.421843876831486
21/04/2016,Standard Class,Consumer,United States,San Francisco,California,West,OFF-AR-10003251,Office Supplies,Art,5.56,2016,4,17,1.8809906029559977
21/04/2016,Standard Class,Consumer,United States,San Francisco,California,West,TEC-AC-10003174,Technology,Accessories,323.37,2016,4,17,5.781884839543164
21/04/2016,Standard Class,Consumer,United States,San Francisco,California,West,TEC-PH-10002310,Technology,Phones,500.6405000000001,2016,4,17,6.2178837276860754
21/04/2016,Standard Class,Consumer,United States,San Francisco,California,West,OFF-AP-10002651,Office Supplies,Appliances,500.6405000000001,2016,4,17,6.2178837276860754
21/04/2016,Standard Class,Consumer,United States,San Francisco,California,West,OFF-PA-10001184,Office Supplies,Paper,11.96,2016,4,17,2.561867690924129
13/06/2017,Second Class,Consumer,United States,New York City,New York,East,TEC-AC-10002402,Technology,Accessories,239.97,2017,6,11,5.484672444414411
15/03/2017,Standard Class,Home Office,United States,Columbus,Georgia,South,FUR-FU-10004270,Furniture,Furnishings,76.92,2017,3,11,4.3556826593342794
15/03/2017,Standard Class,Home Office,United States,Columbus,Georgia,South,OFF-ST-10001526,Office Supplies,Storage,481.32,2017,3,11,6.17860779418115
29/05/2015,First Class,Home Office,United States,Murray,Utah,West,OFF-PA-10002893,Office Supplies,Paper,48.4,2015,5,26,3.899950424193877
14/10/2018,First Class,Home Office,United States,San Francisco,California,West,TEC-AC-10003709,Technology,Accessories,0.99,2018,10,12,0.688134638736401
14/10/2018,First Class,Home Office,United States,San Francisco,California,West,OFF-BI-10001191,Office Supplies,Binders,101.84,2018,10,12,4.633174382397689
28/06/2018,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003166,Office Supplies,Binders,10.332,2018,6,22,2.42763058196827
28/06/2018,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003982,Office Supplies,Binders,31.155,2018,6,22,3.4705679595868264
28/06/2018,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-ST-10004835,Office Supplies,Storage,8.928,2018,6,22,2.295359047902306
18/01/2018,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10000159,Office Supplies,Appliances,34.384,2018,1,15,3.5662597405660255
18/01/2018,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002945,Office Supplies,Appliances,500.6405000000001,2018,1,15,6.2178837276860754
07/04/2016,Standard Class,Consumer,United States,Dallas,Texas,Central,OFF-AP-10001242,Office Supplies,Appliances,32.192,2016,4,2,3.5023088830305666
07/04/2016,Standard Class,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003038,Technology,Accessories,50.12,2016,4,2,3.9341758100692794
07/04/2016,Standard Class,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003289,Technology,Accessories,47.976,2016,4,2,3.8913303822030567
10/09/2017,Standard Class,Consumer,United States,Waukesha,Wisconsin,Central,OFF-ST-10000918,Office Supplies,Storage,54.5,2017,9,3,4.0163830207523885
12/12/2018,First Class,Consumer,United States,Fort Lauderdale,Florida,South,FUR-FU-10001940,Furniture,Furnishings,19.104,2018,12,10,3.000918800241291
26/11/2017,Standard Class,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10002852,Office Supplies,Binders,49.44,2017,11,22,3.920784511096719
18/11/2018,Standard Class,Home Office,United States,Springfield,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,10.368,2018,11,11,2.4308023907947995
25/10/2017,Standard Class,Consumer,United States,San Diego,California,West,OFF-ST-10004804,Office Supplies,Storage,154.44,2017,10,21,5.046259805069185
25/12/2016,Standard Class,Corporate,United States,Colorado Springs,Colorado,West,OFF-AP-10003971,Office Supplies,Appliances,60.984,2016,12,21,4.126876287224586
19/07/2016,Second Class,Consumer,United States,Bakersfield,California,West,FUR-BO-10003159,Furniture,Bookcases,195.466,2016,7,17,5.280489388348425
05/05/2018,Standard Class,Corporate,United States,Pompano Beach,Florida,South,FUR-FU-10001935,Furniture,Furnishings,23.68,2018,4,30,3.205993199037187
05/05/2018,Standard Class,Corporate,United States,Pompano Beach,Florida,South,TEC-AC-10003433,Technology,Accessories,2.376,2018,4,30,1.2166915767337105
08/05/2018,First Class,Consumer,United States,New York City,New York,East,OFF-LA-10004544,Office Supplies,Labels,59.2,2018,5,6,4.097672352314776
27/11/2018,Standard Class,Consumer,United States,Lakeville,Minnesota,Central,OFF-AR-10001026,Office Supplies,Art,22.0,2018,11,20,3.1354942159291497
16/11/2017,Standard Class,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10001336,Technology,Phones,257.98,2017,11,11,5.556750838640694
10/11/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003187,Technology,Phones,23.988,2017,11,5,3.2183957096313236
15/10/2017,Standard Class,Corporate,United States,Troy,Ohio,East,TEC-PH-10004897,Technology,Phones,23.976,2017,10,9,3.217915363773076
23/09/2016,First Class,Home Office,United States,Los Angeles,California,West,FUR-CH-10004997,Furniture,Chairs,500.6405000000001,2016,9,21,6.2178837276860754
23/09/2016,First Class,Home Office,United States,Los Angeles,California,West,OFF-FA-10002763,Office Supplies,Fasteners,7.9,2016,9,21,2.186051276738094
06/12/2015,Standard Class,Corporate,United States,Corpus Christi,Texas,Central,FUR-FU-10001588,Furniture,Furnishings,58.36,2015,12,2,4.083620598859125
06/12/2015,Standard Class,Corporate,United States,Corpus Christi,Texas,Central,OFF-AR-10000940,Office Supplies,Art,16.464,2015,12,2,2.8601416192476425
06/12/2015,Standard Class,Corporate,United States,Corpus Christi,Texas,Central,FUR-FU-10002759,Furniture,Furnishings,39.96,2015,12,2,3.7125959807312525
22/09/2015,First Class,Corporate,United States,Omaha,Nebraska,Central,OFF-AP-10000358,Office Supplies,Appliances,25.96,2015,9,21,3.2943542860441064
